Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term (months),Default_Status (Yes/No)
104009,30,130545,22279,459,48,No
104010,42,124085,49865,672,36,No
104011,37,129101,35193,584,12,Yes
104012,24,157328,49823,820,48,No
104013,45,128684,31868,749,36,No
104014,41,84800,43187,435,60,No
104015,57,114937,33475,395,48,No
104016,58,61548,49552,418,12,No
104017,21,193439,7433,673,24,No
104018,45,148845,15998,573,48,No
104019,56,133815,49343,476,12,Yes
104020,37,147602,36133,576,12,No
104021,61,146270,39069,437,48,No
104022,44,146320,11858,431,36,No
104023,22,177277,13950,343,48,No
104024,60,45570,13938,422,60,No
104025,35,181327,30168,435,12,No
104026,52,41182,37099,666,12,No
104027,59,59373,10644,672,24,Yes
104028,26,63019,48846,425,12,Yes
104029,21,36043,14260,738,24,No
104030,43,196604,41075,350,12,Yes
104031,59,39239,21488,436,12,No
104032,37,161488,5395,457,48,No
104033,54,154484,15845,355,48,No
104034,61,101976,41059,727,60,No
104035,49,44406,23394,742,36,Yes
104036,29,21875,33457,625,60,No
104037,33,188138,42305,379,12,No
104038,26,156824,47628,773,60,No
104039,26,152425,26352,676,48,Yes
104040,40,178058,26146,632,12,No
104041,23,34691,22435,474,12,No
104042,37,68075,44386,740,60,No
104043,32,30794,42491,425,24,No
104044,21,167478,24968,518,36,No
104045,37,95930,13539,577,60,No
104046,23,177944,6263,784,60,No
104047,46,61708,18305,440,36,No
104048,35,135492,29398,409,12,No
104049,56,126629,48702,351,12,Yes
104050,52,171872,37080,618,24,No
104051,52,194469,15265,498,60,No
104052,24,143313,37152,345,36,No
104053,38,188981,32724,804,60,No
104054,39,41352,35624,839,48,No
104055,63,121975,39119,813,60,No
104056,55,113848,44958,316,60,Yes
104057,60,166510,34389,614,48,No
104058,34,64999,21650,735,48,No
104059,53,38482,31014,687,36,No
104060,34,183543,15885,376,12,No
104061,54,67279,12434,670,24,No
104062,24,129413,35028,464,48,No
104063,44,74213,6022,323,12,No
104064,49,133909,29331,334,36,No
104065,39,33026,7037,813,60,No
104066,26,105184,13756,760,36,No
104067,53,25435,22443,437,36,Yes
104068,60,159565,39192,564,48,No
104069,39,79321,9123,632,24,No
104070,21,153835,21603,487,48,No
104071,25,40389,5405,362,60,No
104072,47,51498,47597,578,48,No
104073,36,83755,23702,841,60,No
104074,26,121545,47719,470,48,Yes
104075,60,55825,31250,802,24,No
104076,33,36934,46751,832,12,Yes
104077,55,25574,26442,598,24,No
104078,39,150698,22693,500,48,No
104079,32,189251,29005,434,36,Yes
104080,36,152659,49793,571,12,No
104081,63,62782,42697,834,36,No
104082,30,80561,33988,741,24,No
104083,45,155481,37333,386,12,No
104084,40,147159,34992,330,48,No
104085,51,46751,14522,420,36,No
104086,24,58174,46470,368,48,No
104087,64,142678,48532,795,60,No
104088,43,76572,17121,445,12,No
104089,22,81416,19219,632,36,No
104090,42,163113,6617,780,24,No
104091,57,174299,48016,562,24,No
104092,28,55201,29276,592,24,No
104093,27,56069,39351,728,24,No
104094,34,46370,11704,385,36,Yes
104095,23,145342,45756,315,60,No
104096,36,162658,22959,417,24,Yes
104097,39,145758,33522,569,24,No
104098,38,156394,14953,694,24,No
104099,36,85294,31567,461,60,No
104100,28,99468,27560,403,12,No
104101,53,180371,7613,466,24,No
104102,32,110715,41660,599,24,No
104103,31,90793,44501,327,24,No
104104,25,197573,42199,723,12,No
104105,47,131672,29496,455,24,No
104106,32,160849,22765,623,12,No
104107,37,162321,30721,647,12,Yes
104108,26,140902,8515,420,48,No
104109,53,41390,9454,827,48,Yes
104110,25,40369,45537,463,24,No
104111,48,163953,27873,361,36,No
104112,34,29587,13384,639,48,No
104113,25,127009,18727,611,48,No
104114,53,158905,8534,675,36,No
104115,61,67013,38523,645,60,Yes
104116,39,137341,36889,449,24,No
104117,42,147785,30465,476,60,No
104118,25,166826,35593,653,60,No
104119,22,127584,26330,813,12,No
104120,50,98113,13302,608,12,No
104121,59,106784,17907,418,24,No
104122,24,55282,29430,818,36,No
104123,53,187809,46752,777,12,No
104124,33,44124,12181,713,48,No
104125,40,90102,17875,650,24,No
104126,27,153268,32219,805,60,No
104127,35,81527,41182,494,24,No
104128,43,150371,20005,486,12,No
104129,34,150942,47269,749,36,No
104130,43,116651,19245,795,60,No
104131,39,105395,11457,814,36,No
104132,49,31345,11749,572,24,Yes
104133,40,144544,38064,351,36,Yes
104134,49,54077,14821,562,36,Yes
104135,44,150429,37761,667,24,No
104136,38,32055,43051,432,60,No
104137,30,123693,18119,524,36,No
104138,61,105283,12664,609,36,No
104139,28,64484,34281,315,24,Yes
104140,46,97514,45279,494,48,No
104141,49,110135,36821,742,36,No
104142,30,55771,43233,602,12,Yes
104143,37,197612,29647,347,60,Yes
104144,22,130284,9382,420,36,No
104145,26,137399,21449,798,24,Yes
104146,25,124885,22263,768,12,No
104147,48,180449,29643,340,24,Yes
104148,61,193805,14408,755,36,No
104149,25,149344,28606,833,12,No
104150,38,162832,32603,670,60,No
104151,46,133226,10069,481,60,No
104152,40,119250,24623,816,60,No
104153,61,45762,49440,530,48,No
104154,47,185404,21891,647,24,No
104155,32,191172,12704,778,36,No
104156,27,156016,33290,508,12,No
104157,23,68825,32460,577,24,No
104158,30,33877,22509,352,36,Yes
104159,54,181062,22269,309,48,No
104160,45,149065,12975,763,36,No
104161,55,128443,49837,457,24,No
104162,36,119612,11565,318,36,No
104163,22,137674,27467,354,12,No
104164,44,135074,9870,320,48,No
104165,30,154330,23909,581,12,No
104166,58,51629,14117,839,48,No
104167,42,188651,6938,716,48,No
104168,46,174030,33390,584,36,No
104169,63,190537,49322,831,12,No
104170,59,35775,41000,831,48,No
104171,47,185279,25128,810,48,No
104172,49,173625,36781,695,36,No
104173,58,20055,8465,419,24,No
104174,40,108697,5440,396,24,No
104175,47,183945,10413,419,60,No
104176,61,121505,16663,836,60,Yes
104177,40,100720,43523,452,48,No
104178,64,98199,42780,544,24,Yes
104179,39,176390,24547,815,48,No
104180,40,53734,21126,692,12,No
104181,55,169594,44520,442,24,No
104182,22,162728,5005,803,24,Yes
104183,50,166965,42544,519,24,No
104184,54,36493,12038,459,60,No
104185,42,154704,11414,375,36,No
104186,23,115872,27123,331,36,No
104187,26,81779,8970,633,60,No
104188,35,189524,16050,824,60,No
104189,47,164338,7606,739,60,No
104190,30,141187,21482,651,36,No
104191,29,136603,38293,638,48,No
104192,53,81607,11337,699,60,No
104193,52,36940,38948,695,48,No
104194,26,175075,29451,501,48,No
104195,61,147880,31265,829,12,Yes
104196,56,118408,30714,392,36,No
104197,22,54815,25875,657,48,No
104198,49,181941,18057,695,36,No
104199,24,69297,37400,359,36,No
104200,21,80107,10922,776,12,No
104201,39,102793,8071,300,36,No
104202,46,167754,27025,610,48,Yes
104203,45,39622,32503,467,24,No
104204,30,50408,28765,491,48,No
104205,35,159909,40560,333,48,No
104206,42,166479,37782,333,36,No
104207,41,180381,23799,716,48,No
104208,42,113190,40453,457,24,No
104209,56,169967,32476,799,36,No
104210,54,20370,21212,665,60,No
104211,50,134212,14428,639,48,No
104212,45,20486,36419,634,48,Yes
104213,48,43762,13159,626,12,No
104214,21,46613,29310,413,60,No
104215,24,23196,41868,717,60,No
104216,27,120565,44142,767,24,No
104217,29,96349,11004,442,60,No
104218,56,84839,43289,608,12,No
104219,39,192988,16412,700,24,Yes
104220,21,28572,16755,619,60,No
104221,30,179297,24017,511,24,Yes
104222,56,65853,8890,616,60,No
104223,29,183347,33840,484,60,No
104224,62,92379,22175,504,60,No
104225,52,152177,14191,663,48,No
104226,52,136074,5151,515,60,No
104227,26,63209,24447,545,48,No
104228,58,193559,27751,538,36,No
104229,37,169123,34175,690,12,Yes
104230,30,114244,29288,819,24,No
104231,47,120300,42367,576,24,No
104232,55,134682,17274,501,36,No
104233,41,77175,17218,513,60,No
104234,45,157921,28792,777,12,No
104235,48,121551,7977,807,36,No
104236,35,38976,22226,374,36,No
104237,24,150617,34022,441,24,No
104238,49,119794,8793,621,48,No
104239,29,76866,6659,760,48,Yes
104240,47,137752,42930,445,60,No
104241,46,67078,48473,353,60,No
104242,39,51113,21040,655,36,Yes
104243,48,35401,9270,576,60,No
104244,37,163956,18286,699,48,No
104245,63,188635,8603,815,12,No
104246,61,185486,22600,798,24,Yes
104247,62,167214,7291,610,48,No
104248,40,91492,18123,570,60,Yes
104249,60,96693,8811,748,24,No
104250,59,55135,18347,411,24,No
104251,43,47862,36276,538,36,Yes
104252,52,156262,20513,443,60,No
104253,53,90199,10142,673,36,No
104254,25,125366,28246,319,24,Yes
104255,63,24331,30507,588,36,No
104256,54,64648,31714,496,60,Yes
104257,60,48549,17194,681,48,No
104258,31,45761,12526,791,12,No
104259,23,23262,24362,463,48,No
104260,53,92572,49852,548,24,No
104261,31,107858,9595,367,48,No
104262,36,104667,35394,320,36,No
104263,38,24677,20402,811,60,No
104264,50,150334,32140,689,48,No
104265,30,121437,27595,835,48,No
104266,38,169667,47723,410,60,No
104267,58,80148,29911,759,36,No
104268,39,66926,30752,377,12,No
104269,56,95271,24405,733,48,No
104270,33,54457,29220,679,24,No
104271,23,62531,38953,739,36,No
104272,30,148027,41053,638,36,Yes
104273,58,65771,8447,723,48,No
104274,21,113135,15662,468,60,No
104275,47,86354,9899,561,48,Yes
104276,28,132743,33582,528,48,No
104277,62,188361,6935,460,60,No
104278,37,53892,47213,726,24,No
104279,29,149662,47042,421,60,No
104280,26,115057,15335,448,48,No
104281,63,58409,22669,410,12,No
104282,45,185542,13545,520,60,No
104283,59,169457,45247,363,24,No
104284,48,174368,43023,653,60,No
104285,53,138566,23269,773,60,No
104286,57,81716,42830,784,36,No
104287,29,109152,12066,312,36,No
104288,38,46382,15712,452,48,No
104289,41,96675,20991,538,48,No
104290,22,42419,40790,489,60,Yes
104291,63,101238,26649,385,12,Yes
104292,58,190363,39315,320,48,No
104293,60,32397,35806,618,60,Yes
104294,56,77888,17210,457,60,No
104295,63,55169,41972,780,60,No
104296,57,82182,45358,375,60,No
104297,35,112476,39136,628,60,No
104298,48,62249,49297,715,36,No
104299,38,179413,20945,502,24,No
104300,54,95603,34665,528,24,Yes
104301,42,197216,47477,451,60,No
104302,31,99360,18644,371,48,No
104303,33,33444,9917,524,12,Yes
104304,24,196719,24868,772,60,No
104305,42,143662,16877,659,12,No
104306,27,118843,18224,839,36,No
104307,63,30974,8052,345,24,No
104308,44,132150,32272,300,36,No
104309,24,189455,46150,544,48,Yes
104310,48,114826,35668,518,48,No
104311,35,117648,22316,590,60,No
104312,21,154028,12240,757,48,No
104313,23,159149,36559,503,48,No
104314,34,56490,8238,501,36,No
104315,58,144713,48175,781,12,No
104316,21,75612,5565,810,24,Yes
104317,58,120474,26762,577,48,No
104318,58,56159,10558,315,48,Yes
104319,41,59710,21375,824,36,No
104320,49,164878,30710,655,24,Yes
104321,25,133096,16103,655,36,No
104322,30,127412,20174,377,12,Yes
104323,48,114924,46490,366,36,No
104324,41,26458,26793,513,24,No
104325,27,150993,32597,748,24,No
104326,23,55524,13753,732,48,No
104327,40,157925,43397,844,12,No
104328,39,60477,11318,414,60,No
104329,55,52222,38069,719,48,No
104330,24,38320,25151,798,36,No
104331,25,114154,45274,679,36,Yes
104332,21,72243,13701,442,24,Yes
104333,24,196687,11962,323,24,No
104334,32,168424,43197,838,24,No
104335,47,92833,35041,374,60,No
104336,62,113476,12248,834,60,No
104337,43,134560,24829,340,48,No
104338,45,154275,7203,712,60,No
104339,41,59267,30370,714,24,No
104340,44,57941,40247,748,48,No
104341,45,102809,15386,735,48,No
104342,52,45368,5434,538,12,No
104343,52,97186,47998,341,60,No
104344,25,50984,39474,309,36,No
104345,56,193013,29644,564,36,Yes
104346,62,20801,43493,744,12,No
104347,62,126538,23288,438,24,No
104348,59,132201,8959,495,12,No
104349,36,67965,16143,373,24,No
104350,53,105269,44593,524,60,No
104351,41,161041,44115,401,60,No
104352,29,55969,27540,563,48,No
104353,26,183521,40481,460,48,No
104354,55,111679,34969,532,48,No
104355,59,176777,16561,790,48,Yes
104356,42,48363,27578,610,36,No
104357,61,181792,17787,526,48,No
104358,25,161044,11512,572,48,No
104359,62,53351,15596,616,48,No
104360,43,131023,36746,385,24,No
104361,37,187217,24930,590,48,No
104362,32,107948,35201,768,12,No
104363,43,76235,23687,703,48,No
104364,36,34855,40989,726,48,No
104365,23,187241,35183,674,36,No
104366,50,197476,25758,551,48,No
104367,42,170641,6082,832,24,No
104368,29,145074,46405,606,60,Yes
104369,49,74437,35832,729,48,No
104370,57,199578,22976,563,48,No
104371,43,176810,43376,367,48,No
104372,33,157844,10526,406,36,Yes
104373,52,110410,36086,699,60,No
104374,43,39731,26563,498,36,No
104375,37,161203,11472,491,36,No
104376,60,86324,7775,813,36,No
104377,41,101720,20828,741,24,No
104378,22,116433,49776,300,60,No
104379,57,22889,22974,657,24,No
104380,26,29569,27388,414,24,Yes
104381,64,107193,20055,496,60,No
104382,38,105192,23615,573,24,Yes
104383,50,107154,42886,459,60,No
104384,42,128073,27838,472,48,No
104385,53,27612,45728,844,36,No
104386,50,71644,17464,757,24,No
104387,37,52069,45364,732,60,No
104388,63,101741,12240,780,12,No
104389,52,178403,9942,754,24,No
104390,62,75897,24622,495,24,Yes
104391,34,165006,18536,608,60,No
104392,30,161167,6600,793,12,No
104393,56,122544,10700,738,12,No
104394,54,38706,43839,658,48,No
104395,29,194588,15248,335,24,No
104396,62,123602,22093,333,36,No
104397,48,54629,24355,387,24,Yes
104398,31,197982,22177,315,36,No
104399,34,144746,24483,720,36,No
104400,59,40431,48815,425,60,Yes
104401,39,60088,43533,307,24,No
104402,35,195207,5026,771,60,No
104403,48,189087,44461,767,48,No
104404,44,51385,26706,809,36,Yes
104405,28,90199,29660,701,12,No
104406,63,58677,44377,475,36,No
104407,29,138104,47082,666,48,Yes
104408,53,32818,21258,787,36,No
104409,53,83001,43077,317,60,No
104410,39,175049,37779,355,24,No
104411,23,69832,29154,334,12,No
104412,30,60931,34684,646,60,No
104413,60,103990,20389,331,24,No
104414,62,92204,31324,432,12,No
104415,21,65784,32685,498,48,Yes
104416,49,126305,32195,555,36,No
104417,54,29921,26797,641,12,No
104418,33,54959,10774,530,48,No
104419,21,52328,36633,600,24,Yes
104420,54,159931,5796,846,12,Yes
104421,49,109506,45047,325,48,No
104422,33,94408,33389,834,24,Yes
104423,49,143852,12188,773,60,No
104424,59,46708,28696,686,36,Yes
104425,44,38847,7024,584,48,Yes
104426,46,75989,12666,749,60,No
104427,37,145383,40985,619,24,No
104428,27,24922,11584,455,12,No
104429,33,72335,30462,770,36,No
104430,25,146913,32044,719,24,No
104431,46,164613,10285,412,48,No
104432,23,39551,12370,721,36,No
104433,27,170453,22903,584,60,No
104434,59,133319,37499,353,36,Yes
104435,21,75673,37368,624,60,No
104436,37,121531,27995,757,24,No
104437,63,42948,44624,564,12,No
104438,45,112264,40200,681,36,Yes
104439,23,79072,27841,512,12,No
104440,35,87560,9866,632,12,No
104441,49,153558,18566,309,36,Yes
104442,63,86691,42822,657,36,Yes
104443,52,161154,46876,502,12,No
104444,46,122781,33552,357,48,No
104445,36,104105,39549,793,48,Yes
104446,45,27086,29914,809,36,No
104447,48,147818,48830,522,12,Yes
104448,29,87853,49542,668,12,No
104449,21,121925,27333,717,24,No
104450,49,90027,20958,846,12,No
104451,42,35916,25954,402,48,No
104452,36,35248,14638,460,24,Yes
104453,61,44226,39147,499,48,No
104454,64,176097,14675,459,60,Yes
104455,61,68380,29054,435,36,No
104456,27,27848,48034,697,60,No
104457,34,34274,36661,691,36,No
104458,49,74545,22184,405,48,No
104459,39,116494,30822,353,48,Yes
104460,39,135981,15929,576,60,No
104461,22,186305,10267,410,36,Yes
104462,61,36304,41025,523,36,No
104463,35,31294,17069,374,24,Yes
104464,23,46425,5981,805,12,Yes
104465,31,130777,48436,313,24,No
104466,50,160497,23472,781,48,No
104467,60,111549,24336,488,60,Yes
104468,38,113464,30587,663,36,No
104469,22,196062,16656,538,24,Yes
104470,52,126748,32326,700,60,Yes
104471,28,88295,23510,603,60,No
104472,42,36091,45831,390,12,No
104473,26,139943,23975,691,36,Yes
104474,32,151074,14665,483,60,Yes
104475,60,70411,32097,316,36,No
104476,56,192030,30741,311,24,No
104477,35,115696,11437,465,60,No
104478,48,171779,30185,445,60,No
104479,38,166320,15375,581,24,No
104480,22,91309,32107,848,36,No
104481,33,166109,35484,468,36,No
104482,35,87421,40629,469,60,No
104483,40,60612,30835,645,24,No
104484,49,33450,34743,798,48,No
104485,62,29491,35917,759,36,No
104486,49,137026,43995,596,48,No
104487,23,94804,16424,441,60,No
104488,39,113293,14643,352,48,No
104489,23,139498,15310,417,48,No
104490,34,157863,23951,664,36,Yes
104491,60,125475,31568,435,60,No
104492,24,48314,20233,713,48,No
104493,31,71883,18200,376,36,No
104494,51,107086,26548,317,48,No
104495,63,121291,15532,702,36,No
104496,52,29967,28465,504,60,Yes
104497,47,63220,26291,798,24,No
104498,50,156019,47448,623,36,No
104499,63,190491,35580,580,36,No
104500,22,76131,31149,465,48,No
104501,29,48876,26346,542,60,No
104502,48,121448,15619,778,12,No
104503,51,171043,44918,463,12,No
104504,54,69228,6766,623,24,No
104505,35,94495,8549,507,60,No
104506,45,48261,23693,614,36,No
104507,56,126601,36922,603,12,No
104508,28,81260,47402,538,24,No
104509,29,154418,39744,523,60,No
104510,57,76176,17165,387,24,No
104511,59,72300,28564,836,12,No
104512,52,162412,40258,728,48,Yes
104513,37,53012,30301,519,48,No
104514,55,186465,49763,574,60,No
104515,57,122153,25765,365,24,Yes
104516,39,176629,49787,722,36,No
104517,64,93273,12425,554,12,No
104518,49,132328,17857,424,48,No
104519,27,130304,32463,445,48,No
104520,48,126637,27444,684,24,Yes
104521,29,168348,46457,746,48,No
104522,48,74639,41744,686,24,Yes
104523,26,141939,19205,682,12,No
104524,49,27310,5704,576,24,No
104525,37,186239,10452,681,48,No
104526,36,122944,43862,423,24,No
104527,43,161463,8681,566,48,No
104528,51,142013,25522,410,60,No
104529,23,161964,23300,680,48,No
104530,41,96733,14566,457,48,No
104531,46,187214,12501,847,48,No
104532,56,196751,6845,417,60,Yes
104533,62,192687,44181,627,36,No
104534,57,198625,45758,367,48,No
104535,42,129264,47396,733,36,Yes
104536,62,99071,18230,658,12,Yes
104537,32,192074,22754,742,24,Yes
104538,62,142611,39404,463,36,No
104539,33,90658,27564,660,12,No
104540,31,29852,37362,418,24,Yes
104541,36,25387,23227,494,48,No
104542,28,147571,29760,540,48,No
104543,60,117295,34723,808,48,No
104544,60,150381,22215,441,60,No
104545,22,59994,10538,330,60,Yes
104546,50,136912,26699,522,60,No
104547,50,184797,48085,565,60,No
104548,32,151632,17454,581,12,No
104549,30,144210,46223,680,12,No
104550,64,76565,26711,361,48,No
104551,31,21312,20059,820,24,Yes
104552,35,169277,6286,370,60,No
104553,36,145882,39297,835,24,Yes
104554,37,162667,47768,439,12,No
104555,46,107566,44423,615,60,No
104556,22,41329,39645,639,12,No
104557,32,88187,47709,827,12,No
104558,46,95542,31485,840,36,No
104559,43,128237,37267,715,12,No
104560,38,134476,32086,766,48,No
104561,52,55645,21484,674,12,No
104562,58,107502,8087,590,60,No
104563,23,107310,43596,342,48,No
104564,58,89619,23675,352,12,No
104565,23,53513,29680,531,48,No
104566,50,28749,22077,511,12,No
104567,21,181855,43174,307,48,No
104568,50,80645,16432,782,24,No
104569,52,73175,8491,341,36,No
104570,48,168395,8392,632,48,No
104571,41,70762,7268,532,60,Yes
104572,33,84222,43400,369,36,No
104573,47,185565,41551,315,36,No
104574,56,32213,33088,368,12,Yes
104575,27,117367,19479,352,48,No
104576,42,198002,30465,678,36,No
104577,30,178785,27357,762,60,No
104578,59,127157,10969,826,60,No
104579,35,52583,13981,362,60,No
104580,35,148792,26032,560,12,No
104581,24,99944,46618,799,24,Yes
104582,52,42369,29408,420,48,No
104583,43,199000,29241,539,36,No
104584,26,135844,22402,764,48,No
104585,44,39510,30766,406,36,No
104586,40,32120,8657,479,12,Yes
104587,57,119847,26230,315,48,No
104588,40,118575,23680,654,12,No
104589,32,149269,22158,608,12,Yes
104590,53,25295,24195,480,48,No
104591,48,40460,47340,473,48,No
104592,28,34963,40950,653,36,No
104593,21,97116,17979,653,60,No
104594,57,47328,12867,518,12,Yes
104595,42,104629,20155,614,24,No
104596,26,144034,18006,733,36,Yes
104597,41,41605,9329,581,36,No
104598,52,130901,27551,558,60,No
104599,55,195885,40865,304,60,No
104600,35,197443,6404,693,12,No
104601,25,128241,42869,635,36,No
104602,26,67598,6369,362,36,No
104603,45,92258,44433,343,24,No
104604,60,60969,23448,452,12,No
104605,49,187984,40533,455,12,Yes
104606,27,189446,29175,777,60,No
104607,60,82784,5716,574,12,No
104608,33,167000,18850,657,24,No
104609,58,41274,6711,725,12,No
104610,38,149994,30801,831,48,No
104611,22,54416,26751,782,48,No
104612,28,120434,44029,513,24,No
104613,31,180119,30173,378,60,Yes
104614,53,194428,11086,438,36,No
104615,58,188206,16223,397,12,No
104616,47,71310,21220,497,60,No
104617,40,100758,18392,455,60,Yes
104618,32,163435,25051,349,12,Yes
104619,63,195635,7246,778,36,No
104620,51,50628,25010,527,12,Yes
104621,47,89672,7822,756,36,Yes
104622,52,66246,29667,821,24,No
104623,30,162233,22234,448,36,No
104624,23,109110,35654,357,60,No
104625,47,22810,14669,461,24,No
104626,55,91688,26784,776,48,No
104627,51,85548,34672,406,24,No
104628,35,31162,6082,726,36,No
104629,36,107858,16148,694,24,No
104630,33,93535,32494,485,24,No
104631,55,158291,45935,745,48,No
104632,31,90864,14557,747,36,No
104633,41,154693,49496,386,60,No
104634,31,138371,41719,548,24,No
104635,50,109792,46735,739,12,No
104636,55,195505,44536,556,60,No
104637,42,86188,19039,576,24,No
104638,58,101718,7303,737,60,No
104639,51,56558,44925,815,12,No
104640,34,148938,23281,501,60,No
104641,44,166731,27209,479,60,No
104642,52,54413,33173,624,12,No
104643,56,30435,47287,774,12,No
104644,52,48067,30190,699,12,No
104645,35,107794,38012,516,48,Yes
104646,63,113823,46716,752,12,No
104647,55,89224,46783,703,60,Yes
104648,23,21379,48787,539,12,No
104649,36,122547,25191,485,24,No
104650,25,128541,7779,347,12,No
104651,41,178696,23230,685,12,No
104652,30,134634,28405,507,36,No
104653,39,148701,17803,456,60,No
104654,45,77745,32825,524,60,No
104655,24,123915,18698,443,24,No
104656,49,163588,39560,718,48,Yes
104657,39,149560,20376,410,36,Yes
104658,63,175915,23118,764,24,No
104659,22,156984,18117,431,24,Yes
104660,30,172586,44983,633,60,No
104661,63,179869,42956,374,36,Yes
104662,45,157521,43049,711,60,No
104663,40,152797,27242,818,48,No
104664,39,101406,5944,335,60,No
104665,43,29304,36695,522,12,Yes
104666,44,145555,6511,829,60,No
104667,31,164735,27502,540,12,No
104668,54,90320,29805,433,24,Yes
104669,48,114488,31993,690,48,No
104670,25,95591,13369,401,12,No
104671,25,115044,49888,797,48,Yes
104672,41,163748,40383,810,60,No
104673,32,45192,22997,836,60,No
104674,24,175794,20629,844,24,No
104675,62,158518,36949,642,60,No
104676,40,139304,7840,305,12,No
104677,58,155797,19051,493,24,No
104678,45,108207,32523,436,48,No
104679,34,93741,6774,772,24,Yes
104680,31,36365,18262,515,48,No
104681,52,85792,8871,648,36,No
104682,31,166776,13273,482,12,No
104683,38,70575,22229,467,12,No
104684,47,180974,32385,337,48,No
104685,38,139641,47176,770,60,No
104686,43,152267,34289,751,60,No
104687,31,73517,8260,789,36,No
104688,41,54012,37019,441,48,No
104689,64,162487,8145,402,36,No
104690,25,190606,36753,341,48,No
104691,43,41686,12802,446,36,Yes
104692,61,179815,7263,365,48,No
104693,45,52161,31913,492,12,No
104694,61,22402,13155,597,36,Yes
104695,30,83190,5922,337,36,No
104696,42,33275,11695,801,48,No
104697,39,179254,25672,727,24,No
104698,21,34915,43526,651,24,No
104699,27,20909,24014,625,12,No
104700,24,134110,12816,337,60,No
104701,21,85908,30743,396,60,No
104702,35,147337,45324,407,12,No
104703,60,42620,33539,450,60,No
104704,32,54112,35102,373,48,No
104705,42,22431,43698,356,24,Yes
104706,42,106590,16633,634,12,Yes
104707,37,82175,28384,551,48,No
104708,49,137472,8512,553,12,No
104709,34,52624,11066,684,24,No
104710,40,81264,36500,755,60,Yes
104711,53,133766,18207,558,48,No
104712,63,183030,25106,764,24,No
104713,35,152767,19322,333,12,No
104714,32,120211,39828,794,36,No
104715,60,139502,24418,625,48,Yes
104716,40,64225,7387,537,12,No
104717,50,152475,13031,840,12,No
104718,58,189708,6799,765,24,No
104719,23,30839,40548,603,12,Yes
104720,48,198901,38895,416,48,No
104721,46,160302,29914,506,48,No
104722,50,71977,45133,780,12,No
104723,33,191304,19635,702,24,No
104724,33,133050,45379,532,48,No
104725,22,45651,12535,583,36,No
104726,57,117919,47132,779,60,No
104727,58,59963,7808,308,24,No
104728,22,137776,18055,678,24,No
104729,56,99198,32605,680,60,No
104730,46,164811,31665,659,60,No
104731,31,150697,37767,475,48,No
104732,28,83294,9297,784,12,No
104733,64,199428,48977,704,12,No
104734,60,21789,25943,332,36,No
104735,63,170492,38216,764,12,Yes
104736,42,109297,10008,456,36,No
104737,40,188678,26277,501,36,No
104738,28,189712,21820,474,24,Yes
104739,49,138341,11012,543,24,Yes
104740,60,64135,27253,568,48,No
104741,46,57067,34202,745,60,Yes
104742,50,37357,34236,373,60,Yes
104743,37,190923,6620,395,36,No
104744,40,58262,38716,472,60,No
104745,36,78643,14319,705,36,No
104746,63,172606,21575,454,60,No
104747,27,111270,17204,482,48,No
104748,36,183944,16952,622,24,No
104749,47,158761,22787,588,24,No
104750,43,89103,38872,557,36,No
104751,44,106268,34376,473,60,No
104752,29,106310,5548,629,12,No
104753,55,57412,16640,530,48,Yes
104754,40,67734,31437,460,60,Yes
104755,57,107793,27145,485,12,No
104756,62,42228,12903,442,48,Yes
104757,37,140627,23168,581,48,No
104758,51,97924,31863,326,24,No
104759,28,31319,48381,545,36,No
104760,35,26475,33548,786,60,Yes
104761,51,165800,13990,501,48,No
104762,50,49545,16467,320,60,No
104763,40,116636,28901,393,48,No
104764,59,189771,28301,307,24,No
104765,32,187893,42006,771,36,No
104766,37,50615,24644,638,12,Yes
104767,62,33746,9367,558,12,No
104768,50,173817,43419,354,24,No
104769,49,21245,21204,847,48,No
104770,39,137408,24755,305,24,No
104771,31,132143,7093,676,36,No
104772,54,175925,9001,349,12,No
104773,27,47632,35783,411,60,No
104774,64,32856,27940,445,12,No
104775,54,88049,12810,529,36,No
104776,40,78182,49040,796,48,No
104777,58,153873,42322,605,24,No
104778,44,190821,31008,841,12,No
104779,30,75654,23901,760,12,No
104780,52,75381,32433,525,60,No
104781,35,78601,46465,358,24,Yes
104782,57,166154,27189,375,60,No
104783,40,165720,33730,727,60,Yes
104784,23,20364,14236,431,48,Yes
104785,57,185640,12061,797,12,No
104786,60,27436,23588,604,24,Yes
104787,28,106713,8902,366,48,No
104788,60,177826,39120,529,48,No
104789,64,80194,39364,632,48,Yes
104790,43,44544,46535,576,36,No
104791,60,83295,38447,443,36,No
104792,31,163710,33874,550,48,No
104793,28,89409,25096,379,36,No
104794,49,146839,17020,356,24,No
104795,50,133759,49864,665,12,No
104796,30,37157,49153,607,24,No
104797,59,196637,46277,473,12,No
104798,48,85888,26685,761,36,No
104799,56,84947,43502,792,24,No
104800,33,90880,20675,673,60,No
104801,52,24507,29365,648,48,No
104802,56,123134,27276,366,12,No
104803,57,63988,17693,629,12,No
104804,46,118421,28513,493,60,No
104805,42,167937,28621,454,60,No
104806,24,122591,28711,459,48,No
104807,51,149614,45175,565,36,No
104808,38,47213,49554,467,24,No
104809,58,77450,32785,444,24,No
104810,44,155549,7542,485,24,No
